Object Type,Property,Name,English [en-US],Spanish [es-ES]
Column,Caption,Condiciones full[NM_SALDO_MINIMO],NM_SALDO_MINIMO,NM_SALDO_MINIMO
Column,Caption,Condiciones full[CD_TIPO_REFERENCIA],CD_TIPO_REFERENCIA,CD_TIPO_REFERENCIA
Column,Caption,Condiciones full[IT_DESLIZAMIENTO],IT_DESLIZAMIENTO,IT_DESLIZAMIENTO
Column,Caption,Condiciones full[COM. NDISP],COM. NDISP,COM. NDISP
Column,Caption,Condiciones full[NM_COMISION_ESTUDIO],NM_COMISION_ESTUDIO,NM_COMISION_ESTUDIO
Column,Caption,Condiciones full[COM. APERT],COM. APERT,COM. APERT
Column,Caption,Condiciones full[TIPO INT],TIPO INT,TIPO INT
Table,Caption,IBAN,IBAN,IBAN
Column,Caption,IBAN[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,IBAN[DS_CODIGO_INTERNACIONAL],DS_CODIGO_INTERNACIONAL,DS_CODIGO_INTERNACIONAL
Table,Caption,KAT_EMPRESAS,KAT_EMPRESAS,KAT_EMPRESAS
Column,Caption,KAT_EMPRESAS[CD_EMPRESA],CD_EMPRESA,CD_EMPRESA
Column,Caption,KAT_EMPRESAS[DS_ALIAS_EMPRESA],DS_ALIAS_EMPRESA,DS_ALIAS_EMPRESA
Column,Caption,KAT_EMPRESAS[DS_NOMBRE],DS_NOMBRE,DS_NOMBRE
Column,Caption,KAT_EMPRESAS[CD_EMPRESA_TIPO],CD_EMPRESA_TIPO,CD_EMPRESA_TIPO
Column,Caption,KAT_EMPRESAS[DS_CIF],DS_CIF,DS_CIF
Column,Caption,KAT_EMPRESAS[DS_DIRECCION],DS_DIRECCION,DS_DIRECCION
Column,Caption,KAT_EMPRESAS[DS_CODIGO_POSTAL],DS_CODIGO_POSTAL,DS_CODIGO_POSTAL
Column,Caption,KAT_EMPRESAS[DS_LOCALIDAD],DS_LOCALIDAD,DS_LOCALIDAD
Column,Caption,KAT_EMPRESAS[DS_PROVINCIA],DS_PROVINCIA,DS_PROVINCIA
Column,Caption,KAT_EMPRESAS[DS_PAIS],DS_PAIS,DS_PAIS
Column,Caption,KAT_EMPRESAS[DS_TELEFONO],DS_TELEFONO,DS_TELEFONO
Column,Caption,KAT_EMPRESAS[DS_OBSERVACIONES],DS_OBSERVACIONES,DS_OBSERVACIONES
Column,Caption,KAT_EMPRESAS[CD_PLAN_CTA_CONTRAPARTIDA],CD_PLAN_CTA_CONTRAPARTIDA,CD_PLAN_CTA_CONTRAPARTIDA
Column,Caption,KAT_EMPRESAS[DS_EMPRESA_TIPO],DS_EMPRESA_TIPO,DS_EMPRESA_TIPO
Table,Caption,Saldos sin CP,Saldos sin CP,Saldos sin CP
Column,Caption,Saldos sin CP[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,Saldos sin CP[FC_OPERACION],FC_OPERACION,FC_OPERACION
Column,Caption,Saldos sin CP[Column1],Column1,Column1
Table,Caption,Previsiones Full,Previsiones Full,Previsiones Full
Column,Caption,Previsiones Full[DS_CONCEPTO],DS_CONCEPTO,DS_CONCEPTO
Column,Caption,Previsiones Full[DS_ALIAS_VIA_COBRO_PAGO],DS_ALIAS_VIA_COBRO_PAGO,DS_ALIAS_VIA_COBRO_PAGO
Column,Caption,Previsiones Full[DS_TIPO_PREVISION],DS_TIPO_PREVISION,DS_TIPO_PREVISION
Column,Caption,Previsiones Full[CD_PREVISION],CD_PREVISION,CD_PREVISION
Column,Caption,Previsiones Full[CD_EMPRESA],CD_EMPRESA,CD_EMPRESA
Column,Caption,Previsiones Full[CD_BANCO],CD_BANCO,CD_BANCO
Column,Caption,Previsiones Full[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,Previsiones Full[IT_ES_PAGO],IT_ES_PAGO,IT_ES_PAGO
Column,Caption,Previsiones Full[CD_CONCEPTO],CD_CONCEPTO,CD_CONCEPTO
Column,Caption,Previsiones Full[CD_VIA_COBRO_PAGO],CD_VIA_COBRO_PAGO,CD_VIA_COBRO_PAGO
Column,Caption,Previsiones Full[DS_NUM_PREVISION_ERP],DS_NUM_PREVISION_ERP,DS_NUM_PREVISION_ERP
Column,Caption,Previsiones Full[DS_DOCUMENTO],DS_DOCUMENTO,DS_DOCUMENTO
Column,Caption,Previsiones Full[DS_REMESA],DS_REMESA,DS_REMESA
Column,Caption,Previsiones Full[DS_DESCRIPCION],DS_DESCRIPCION,DS_DESCRIPCION
Column,Caption,Previsiones Full[FC_VENCIMIENTO],FC_VENCIMIENTO,FC_VENCIMIENTO
Column,Caption,Previsiones Full[FC_PREVISTA],FC_PREVISTA,FC_PREVISTA
Column,Caption,Previsiones Full[FC_EMISION_FACTURA],FC_EMISION_FACTURA,FC_EMISION_FACTURA
Column,Caption,Previsiones Full[NM_IMPORTE_INICIAL],NM_IMPORTE_INICIAL,NM_IMPORTE_INICIAL
Column,Caption,Previsiones Full[CD_DIVISA_INICIAL],CD_DIVISA_INICIAL,CD_DIVISA_INICIAL
Column,Caption,Previsiones Full[NM_IMPORTE_PREVISTO],NM_IMPORTE_PREVISTO,NM_IMPORTE_PREVISTO
Column,Caption,Previsiones Full[CD_DIVISA_PREVISTA],CD_DIVISA_PREVISTA,CD_DIVISA_PREVISTA
Column,Caption,Previsiones Full[CD_REPETICION],CD_REPETICION,CD_REPETICION
Column,Caption,Previsiones Full[NM_REPETICION],NM_REPETICION,NM_REPETICION
Column,Caption,Previsiones Full[IT_REPETICION_CAMBIOS],IT_REPETICION_CAMBIOS,IT_REPETICION_CAMBIOS
Column,Caption,Previsiones Full[CD_ESTADO],CD_ESTADO,CD_ESTADO
Column,Caption,Previsiones Full[FC_VALIDACION],FC_VALIDACION,FC_VALIDACION
Column,Caption,Previsiones Full[CD_ORIGEN],CD_ORIGEN,CD_ORIGEN
Column,Caption,Previsiones Full[CD_TIPO_PREVISION],CD_TIPO_PREVISION,CD_TIPO_PREVISION
Column,Caption,Previsiones Full[CD_TIPO_DOCUMENTO],CD_TIPO_DOCUMENTO,CD_TIPO_DOCUMENTO
Column,Caption,Previsiones Full[CD_CERTEZA],CD_CERTEZA,CD_CERTEZA
Column,Caption,Previsiones Full[IT_FINANCIABLE],IT_FINANCIABLE,IT_FINANCIABLE
Column,Caption,Previsiones Full[DS_CAMPO_1],DS_CAMPO_1,DS_CAMPO_1
Column,Caption,Previsiones Full[DS_CAMPO_3],DS_CAMPO_3,DS_CAMPO_3
Column,Caption,Previsiones Full[IT_BORRABLE],IT_BORRABLE,IT_BORRABLE
Column,Caption,Previsiones Full[IT_FINANCIADA],IT_FINANCIADA,IT_FINANCIADA
Column,Caption,Previsiones Full[FC_FINANCIACION],FC_FINANCIACION,FC_FINANCIACION
Column,Caption,Previsiones Full[CD_IMPORTACION],CD_IMPORTACION,CD_IMPORTACION
Column,Caption,Previsiones Full[CD_TIPO_CRITERIO],CD_TIPO_CRITERIO,CD_TIPO_CRITERIO
Column,Caption,Previsiones Full[CdOperacion],CdOperacion,CdOperacion
Column,Caption,Previsiones Full[CdOperacionAmortizacion],CdOperacionAmortizacion,CdOperacionAmortizacion
Column,Caption,Previsiones Full[CdSyncPrevisionTipo],CdSyncPrevisionTipo,CdSyncPrevisionTipo
Column,Caption,Previsiones Full[DS_TIPO_DOCUMENTO],DS_TIPO_DOCUMENTO,DS_TIPO_DOCUMENTO
Column,Caption,Previsiones Full[DS_FLUJO_CAJA],DS_FLUJO_CAJA,DS_FLUJO_CAJA
Column,Caption,Previsiones Full[TipoPrevFull],TipoPrevFull,TipoPrevFull
Column,Caption,Previsiones Full[Pagos],Pagos,Pagos
Column,Caption,Previsiones Full[Cobros],Cobros,Cobros
Column,Caption,Previsiones Full[Vencido],Vencido,Vencido
Column,Caption,Previsiones Full[Pago/Cobro],Pago/Cobro,Pago/Cobro
Column,Caption,Previsiones Full[DS_PROYECTO],DS_PROYECTO,DS_PROYECTO
Column,Caption,Previsiones Full[DS_PL ALLOCATION],DS_PL ALLOCATION,DS_PL ALLOCATION
Column,Caption,Previsiones Full[DS_CCM],DS_CCM,DS_CCM
Measure,Caption,Previsiones Full[Diferencia],Diferencia,Diferencia
Measure,Caption,Previsiones Full[Presu-Conta],Presu-Conta,Presu-Conta
Measure,Caption,Previsiones Full[Vencida +60 Full],Vencida +60 Full,Vencida +60 Full
Measure,Caption,Previsiones Full[Vencida 30 full],Vencida 30 full,Vencida 30 full
Measure,Caption,Previsiones Full[Vencida 60 full],Vencida 60 full,Vencida 60 full
Measure,Caption,Previsiones Full[Importe Previsión Full],Importe Previsión Full,Importe Previsión Full
Measure,Caption,Previsiones Full[Total FC_EMISION_FACTURA],Total FC_EMISION_FACTURA,Total FC_EMISION_FACTURA
Measure,Caption,Previsiones Full[Total FC_VENCIMIENTO],Total FC_VENCIMIENTO,Total FC_VENCIMIENTO
Measure,Caption,Previsiones Full[Importe Previsto Máximo],Importe Previsto Máximo,Importe Previsto Máximo
Table,Caption,Previsiones Doc:Conta,Previsiones Doc:Conta,Previsiones Doc:Conta
Column,Caption,Previsiones Doc:Conta[CD_PREVISION],CD_PREVISION,CD_PREVISION
Column,Caption,Previsiones Doc:Conta[NM_IMPORTE_INICIAL],NM_IMPORTE_INICIAL,NM_IMPORTE_INICIAL
Table,Caption,Previsiones Doc:Presu,Previsiones Doc:Presu,Previsiones Doc:Presu
Column,Caption,Previsiones Doc:Presu[CD_PREVISION],CD_PREVISION,CD_PREVISION
Column,Caption,Previsiones Doc:Presu[NM_IMPORTE_INICIAL],NM_IMPORTE_INICIAL,NM_IMPORTE_INICIAL
Table,Caption,IyGporConcepto,IyGporConcepto,IyGporConcepto
Column,Caption,IyGporConcepto[Tipo],Tipo,Tipo
Column,Caption,IyGporConcepto[Concepto],Concepto,Concepto
Column,Caption,IyGporConcepto[CD_MOVIMIENTO],CD_MOVIMIENTO,CD_MOVIMIENTO
Column,Caption,IyGporConcepto[CD_TIPO_MOVIMIENTO],CD_TIPO_MOVIMIENTO,CD_TIPO_MOVIMIENTO
Column,Caption,IyGporConcepto[NM_IMPORTE],NM_IMPORTE,NM_IMPORTE
Column,Caption,IyGporConcepto[NM_SALDO],NM_SALDO,NM_SALDO
Column,Caption,IyGporConcepto[FC_VALOR],FC_VALOR,FC_VALOR
Column,Caption,IyGporConcepto[FC_OPERACION],FC_OPERACION,FC_OPERACION
Column,Caption,IyGporConcepto[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,IyGporConcepto[DS_OFICINA_ORIGEN],DS_OFICINA_ORIGEN,DS_OFICINA_ORIGEN
Column,Caption,IyGporConcepto[CD_VIA_COBRO_PAGO],CD_VIA_COBRO_PAGO,CD_VIA_COBRO_PAGO
Column,Caption,IyGporConcepto[DS_CONCEPTO_PROPIO],DS_CONCEPTO_PROPIO,DS_CONCEPTO_PROPIO
Column,Caption,IyGporConcepto[DS_DOCUMENTO],DS_DOCUMENTO,DS_DOCUMENTO
Column,Caption,IyGporConcepto[DS_REFERENCIA],DS_REFERENCIA,DS_REFERENCIA
Column,Caption,IyGporConcepto[DS_COMPLEMENTARIO],DS_COMPLEMENTARIO,DS_COMPLEMENTARIO
Column,Caption,IyGporConcepto[CD_DIVISA_ORIGEN],CD_DIVISA_ORIGEN,CD_DIVISA_ORIGEN
Column,Caption,IyGporConcepto[CD_CONCEPTO_COMUN],CD_CONCEPTO_COMUN,CD_CONCEPTO_COMUN
Column,Caption,IyGporConcepto[DS_CONTRAPARTIDA],DS_CONTRAPARTIDA,DS_CONTRAPARTIDA
Column,Caption,IyGporConcepto[DS_ASIENTO],DS_ASIENTO,DS_ASIENTO
Column,Caption,IyGporConcepto[DS_DIMENSIONES],DS_DIMENSIONES,DS_DIMENSIONES
Column,Caption,IyGporConcepto[IT_CONCILIACION],IT_CONCILIACION,IT_CONCILIACION
Column,Caption,IyGporConcepto[IT_PUNTEADO],IT_PUNTEADO,IT_PUNTEADO
Column,Caption,IyGporConcepto[FC_PUNTEO],FC_PUNTEO,FC_PUNTEO
Column,Caption,IyGporConcepto[FC_CIERRE],FC_CIERRE,FC_CIERRE
Column,Caption,IyGporConcepto[IT_COMPENSADO],IT_COMPENSADO,IT_COMPENSADO
Column,Caption,IyGporConcepto[FC_COMPENSACION],FC_COMPENSACION,FC_COMPENSACION
Column,Caption,IyGporConcepto[IT_EXPORTADO],IT_EXPORTADO,IT_EXPORTADO
Column,Caption,IyGporConcepto[FC_EXPORTACION],FC_EXPORTACION,FC_EXPORTACION
Column,Caption,IyGporConcepto[IT_ANULADO],IT_ANULADO,IT_ANULADO
Column,Caption,IyGporConcepto[FC_ANULACION],FC_ANULACION,FC_ANULACION
Column,Caption,IyGporConcepto[CD_IMPORTACION],CD_IMPORTACION,CD_IMPORTACION
Column,Caption,IyGporConcepto[NM_MOVIMIENTO],NM_MOVIMIENTO,NM_MOVIMIENTO
Column,Caption,IyGporConcepto[CD_CONCEPTO],CD_CONCEPTO,CD_CONCEPTO
Column,Caption,IyGporConcepto[IT_VALIDADO],IT_VALIDADO,IT_VALIDADO
Column,Caption,IyGporConcepto[FC_VALIDACION],FC_VALIDACION,FC_VALIDACION
Column,Caption,IyGporConcepto[IT_COMPENSADO_ERP],IT_COMPENSADO_ERP,IT_COMPENSADO_ERP
Column,Caption,IyGporConcepto[NM_TIPO_CAMBIO],NM_TIPO_CAMBIO,NM_TIPO_CAMBIO
Column,Caption,IyGporConcepto[FC_VENCIMIENTO],FC_VENCIMIENTO,FC_VENCIMIENTO
Column,Caption,IyGporConcepto[CD_CODIFICACION],CD_CODIFICACION,CD_CODIFICACION
Column,Caption,IyGporConcepto[CD_CUENTA2],CD_CUENTA2,CD_CUENTA2
Column,Caption,IyGporConcepto[DS_NOMBRE_CUENTA],DS_NOMBRE_CUENTA,DS_NOMBRE_CUENTA
Column,Caption,IyGporConcepto[CD_CUENTA_TIPO],CD_CUENTA_TIPO,CD_CUENTA_TIPO
Column,Caption,IyGporConcepto[DS_BANCO],DS_BANCO,DS_BANCO
Column,Caption,IyGporConcepto[DS_OFICINA],DS_OFICINA,DS_OFICINA
Column,Caption,IyGporConcepto[DS_DIGITO_CONTROL],DS_DIGITO_CONTROL,DS_DIGITO_CONTROL
Column,Caption,IyGporConcepto[DS_CODIGO_CUENTA],DS_CODIGO_CUENTA,DS_CODIGO_CUENTA
Column,Caption,IyGporConcepto[DS_CODIGO_INTERNACIONAL],DS_CODIGO_INTERNACIONAL,DS_CODIGO_INTERNACIONAL
Column,Caption,IyGporConcepto[DS_IBAN],DS_IBAN,DS_IBAN
Column,Caption,IyGporConcepto[CD_BANCO],CD_BANCO,CD_BANCO
Column,Caption,IyGporConcepto[CD_DIVISA],CD_DIVISA,CD_DIVISA
Column,Caption,IyGporConcepto[CD_EMPRESA],CD_EMPRESA,CD_EMPRESA
Column,Caption,IyGporConcepto[NM_SALDO2],NM_SALDO2,NM_SALDO2
Column,Caption,IyGporConcepto[IT_ACTIVA],IT_ACTIVA,IT_ACTIVA
Column,Caption,IyGporConcepto[FC_INACTIVA],FC_INACTIVA,FC_INACTIVA
Column,Caption,IyGporConcepto[DS_CUENTA_CONTABLE_ERP],DS_CUENTA_CONTABLE_ERP,DS_CUENTA_CONTABLE_ERP
Column,Caption,IyGporConcepto[DS_OBSERVACIONES],DS_OBSERVACIONES,DS_OBSERVACIONES
Column,Caption,IyGporConcepto[DS_APODERADOS],DS_APODERADOS,DS_APODERADOS
Column,Caption,IyGporConcepto[NM_SALDO_ERP],NM_SALDO_ERP,NM_SALDO_ERP
Column,Caption,IyGporConcepto[CD_MVTO_INICIAL],CD_MVTO_INICIAL,CD_MVTO_INICIAL
Column,Caption,IyGporConcepto[CD_MVTO_ULTIMO],CD_MVTO_ULTIMO,CD_MVTO_ULTIMO
Column,Caption,IyGporConcepto[CD_MVTO_ERP_INICIAL],CD_MVTO_ERP_INICIAL,CD_MVTO_ERP_INICIAL
Column,Caption,IyGporConcepto[CD_MVTO_ERP_ULTIMO],CD_MVTO_ERP_ULTIMO,CD_MVTO_ERP_ULTIMO
Column,Caption,IyGporConcepto[CD_GRUPO_CUENTA],CD_GRUPO_CUENTA,CD_GRUPO_CUENTA
Column,Caption,IyGporConcepto[CD_CONCEPTO2],CD_CONCEPTO2,CD_CONCEPTO2
Column,Caption,IyGporConcepto[DS_CONCEPTO],DS_CONCEPTO,DS_CONCEPTO
Column,Caption,IyGporConcepto[IT_ES_PAGO],IT_ES_PAGO,IT_ES_PAGO
Column,Caption,IyGporConcepto[DS_TIPO_CONCEPTO],DS_TIPO_CONCEPTO,DS_TIPO_CONCEPTO
Column,Caption,IyGporConcepto[NM_ORDEN],NM_ORDEN,NM_ORDEN
Column,Caption,IyGporConcepto[CD_FLUJO_CAJA],CD_FLUJO_CAJA,CD_FLUJO_CAJA
Column,Caption,IyGporConcepto[CD_CONCEPTO_MINORACION],CD_CONCEPTO_MINORACION,CD_CONCEPTO_MINORACION
Column,Caption,IyGporConcepto[DIAS_REALES],DIAS_REALES,DIAS_REALES
Column,Caption,IyGporConcepto[CD_TIPO_MINORACION],CD_TIPO_MINORACION,CD_TIPO_MINORACION
Column,Caption,IyGporConcepto[IMPORTE],IMPORTE,IMPORTE
Measure,Caption,IyGporConcepto[Gastos €],Gastos €,Gastos €
Measure,Caption,IyGporConcepto[Ingresos €],Ingresos €,Ingresos €
Measure,Caption,IyGporConcepto[Saldo Movimientos €],Saldo Movimientos €,Saldo Movimientos €
Measure,Caption,IyGporConcepto[Saldo Final €],Saldo Final €,Saldo Final €
Table,Caption,KAT_BANCOS,KAT_BANCOS,KAT_BANCOS
Column,Caption,KAT_BANCOS[CD_BANCO],CD_BANCO,CD_BANCO
Column,Caption,KAT_BANCOS[DS_ALIAS_BANCO],DS_ALIAS_BANCO,DS_ALIAS_BANCO
Column,Caption,KAT_BANCOS[DS_NOMBRE_BANCO],DS_NOMBRE_BANCO,DS_NOMBRE_BANCO
Column,Caption,KAT_BANCOS[DS_CODIGO_BANCO],DS_CODIGO_BANCO,DS_CODIGO_BANCO
Column,Caption,KAT_BANCOS[DS_RUTA_FICHERO_IMPORT],DS_RUTA_FICHERO_IMPORT,DS_RUTA_FICHERO_IMPORT
Column,Caption,KAT_BANCOS[DS_SWIFT],DS_SWIFT,DS_SWIFT
Column,Caption,KAT_BANCOS[DS_OBSERVACIONES],DS_OBSERVACIONES,DS_OBSERVACIONES
Column,Caption,KAT_BANCOS[IT_COMPROBAR_SALDOS],IT_COMPROBAR_SALDOS,IT_COMPROBAR_SALDOS
Table,Caption,Endeudamientos - Datos origen,Endeudamientos - Datos origen,Endeudamientos - Datos origen
Column,Caption,Endeudamientos - Datos origen[CdOperacion],CdOperacion,CdOperacion
Column,Caption,Endeudamientos - Datos origen[CdInstrumento],CdInstrumento,CdInstrumento
Column,Caption,Endeudamientos - Datos origen[Descripcion],Descripcion,Descripcion
Column,Caption,Endeudamientos - Datos origen[Alias],Alias,Alias
Column,Caption,Endeudamientos - Datos origen[CdEmpresa],CdEmpresa,CdEmpresa
Column,Caption,Endeudamientos - Datos origen[CdBanco],CdBanco,CdBanco
Column,Caption,Endeudamientos - Datos origen[CdCuenta],CdCuenta,CdCuenta
Column,Caption,Endeudamientos - Datos origen[ImportePendiente],ImportePendiente,ImportePendiente
Column,Caption,Endeudamientos - Datos origen[FechaInicio],FechaInicio,FechaInicio
Column,Caption,Endeudamientos - Datos origen[FechaImportePendiente],FechaImportePendiente,FechaImportePendiente
Column,Caption,Endeudamientos - Datos origen[FechaFin],FechaFin,FechaFin
Column,Caption,Endeudamientos - Datos origen[TipoInteresInicial],TipoInteresInicial,TipoInteresInicial
Column,Caption,Endeudamientos - Datos origen[TipoInteresActual],TipoInteresActual,TipoInteresActual
Column,Caption,Endeudamientos - Datos origen[TipoRetencion],TipoRetencion,TipoRetencion
Column,Caption,Endeudamientos - Datos origen[BaseCalculo],BaseCalculo,BaseCalculo
Column,Caption,Endeudamientos - Datos origen[NumDecimalesInt],NumDecimalesInt,NumDecimalesInt
Column,Caption,Endeudamientos - Datos origen[CdFrecuenciaIntereses],CdFrecuenciaIntereses,CdFrecuenciaIntereses
Column,Caption,Endeudamientos - Datos origen[FechaPrimerInteres],FechaPrimerInteres,FechaPrimerInteres
Column,Caption,Endeudamientos - Datos origen[CdTipoOperacion],CdTipoOperacion,CdTipoOperacion
Column,Caption,Endeudamientos - Datos origen[ImporteInicial],ImporteInicial,ImporteInicial
Column,Caption,Endeudamientos - Datos origen[ImporteIntereses],ImporteIntereses,ImporteIntereses
Column,Caption,Endeudamientos - Datos origen[ImporteRetencion],ImporteRetencion,ImporteRetencion
Column,Caption,Endeudamientos - Datos origen[ImporteTotal],ImporteTotal,ImporteTotal
Column,Caption,Endeudamientos - Datos origen[Pedidos],Pedidos,Pedidos
Column,Caption,Endeudamientos - Datos origen[Duracion],Duracion,Duracion
Column,Caption,Endeudamientos - Datos origen[Cuota],Cuota,Cuota
Column,Caption,Endeudamientos - Datos origen[ClienteDesc],ClienteDesc,ClienteDesc
Column,Caption,Endeudamientos - Datos origen[ClienteId],ClienteId,ClienteId
Column,Caption,Endeudamientos - Datos origen[FactorFinanciacion],FactorFinanciacion,FactorFinanciacion
Column,Caption,Endeudamientos - Datos origen[ItConfirmado],ItConfirmado,ItConfirmado
Column,Caption,Endeudamientos - Datos origen[FechaExportacion],FechaExportacion,FechaExportacion
Column,Caption,Endeudamientos - Datos origen[ItComision],ItComision,ItComision
Column,Caption,Endeudamientos - Datos origen[NmValorImpuesto],NmValorImpuesto,NmValorImpuesto
Column,Caption,Endeudamientos - Datos origen[ItContabilizable],ItContabilizable,ItContabilizable
Column,Caption,Endeudamientos - Datos origen[CdSyncPrevisionTipo],CdSyncPrevisionTipo,CdSyncPrevisionTipo
Column,Caption,Endeudamientos - Datos origen[CdTipoPrevision],CdTipoPrevision,CdTipoPrevision
Column,Caption,Endeudamientos - Datos origen[CdTipoDocumento],CdTipoDocumento,CdTipoDocumento
Column,Caption,Endeudamientos - Datos origen[CdCerteza],CdCerteza,CdCerteza
Column,Caption,Endeudamientos - Datos origen[CdConcepto_Cuota],CdConcepto_Cuota,CdConcepto_Cuota
Column,Caption,Endeudamientos - Datos origen[CdViaCobroPago_Cuota],CdViaCobroPago_Cuota,CdViaCobroPago_Cuota
Column,Caption,Endeudamientos - Datos origen[CdConcepto_Impuestos],CdConcepto_Impuestos,CdConcepto_Impuestos
Column,Caption,Endeudamientos - Datos origen[CdViaCobroPago_Impuestos],CdViaCobroPago_Impuestos,CdViaCobroPago_Impuestos
Column,Caption,Endeudamientos - Datos origen[CdConcepto_Intereses],CdConcepto_Intereses,CdConcepto_Intereses
Column,Caption,Endeudamientos - Datos origen[CdViaCobroPago_Intereses],CdViaCobroPago_Intereses,CdViaCobroPago_Intereses
Column,Caption,Endeudamientos - Datos origen[CdConcepto_Principal],CdConcepto_Principal,CdConcepto_Principal
Column,Caption,Endeudamientos - Datos origen[CdViaCobroPago_Principal],CdViaCobroPago_Principal,CdViaCobroPago_Principal
Column,Caption,Endeudamientos - Datos origen[ItAplicarValorResidualCuota],ItAplicarValorResidualCuota,ItAplicarValorResidualCuota
Column,Caption,Endeudamientos - Datos origen[ItAplicarInteresPrimerPeriodo],ItAplicarInteresPrimerPeriodo,ItAplicarInteresPrimerPeriodo
Column,Caption,Endeudamientos - Datos origen[NmValorResidual],NmValorResidual,NmValorResidual
Column,Caption,Endeudamientos - Datos origen[ItAplicarRetencionCapital],ItAplicarRetencionCapital,ItAplicarRetencionCapital
Column,Caption,Endeudamientos - Datos origen[NmBaseCalculoRetencion],NmBaseCalculoRetencion,NmBaseCalculoRetencion
Column,Caption,Endeudamientos - Datos origen[ItCargaManual],ItCargaManual,ItCargaManual
Column,Caption,Endeudamientos - Datos origen[LimitePtoPromotor],LimitePtoPromotor,LimitePtoPromotor
Column,Caption,Endeudamientos - Datos origen[TipoInteresIniPtoPromotor],TipoInteresIniPtoPromotor,TipoInteresIniPtoPromotor
Column,Caption,Endeudamientos - Datos origen[FechaIniPtoPromotor],FechaIniPtoPromotor,FechaIniPtoPromotor
Column,Caption,Endeudamientos - Datos origen[FechaFinPtoPromotor],FechaFinPtoPromotor,FechaFinPtoPromotor
Column,Caption,Endeudamientos - Datos origen[CdFrecuenciaInteresesPtoPromotor],CdFrecuenciaInteresesPtoPromotor,CdFrecuenciaInteresesPtoPromotor
Column,Caption,Endeudamientos - Datos origen[FechaLiqInteresesPtoPromotor],FechaLiqInteresesPtoPromotor,FechaLiqInteresesPtoPromotor
Column,Caption,Endeudamientos - Datos origen[FechaPrimerInteresPtoPromotor],FechaPrimerInteresPtoPromotor,FechaPrimerInteresPtoPromotor
Column,Caption,Endeudamientos - Datos origen[DiposicionIniPtoPromotor],DiposicionIniPtoPromotor,DiposicionIniPtoPromotor
Table,Caption,Grupos Empresas 1,Grupos Empresas 1,Grupos Empresas 1
Column,Caption,Grupos Empresas 1[Agrupación],Agrupación,Agrupación
Column,Caption,Grupos Empresas 1[Nombre Agrupación],Nombre Agrupación,Nombre Agrupación
Column,Caption,Grupos Empresas 1[Nombre Subgrupo],Nombre Subgrupo,Nombre Subgrupo
Column,Caption,Grupos Empresas 1[Empresa KAT],Empresa KAT,Empresa KAT
Column,Caption,Grupos Empresas 1[ID EMPRESA],ID EMPRESA,ID EMPRESA
Table,Caption,ConnectionDB_KAT,ConnectionDB_KAT,ConnectionDB_KAT
Column,Caption,ConnectionDB_KAT[Name],Name,Name
Column,Caption,ConnectionDB_KAT[Data],Data,Data
Column,Caption,ConnectionDB_KAT[Schema],Schema,Schema
Column,Caption,ConnectionDB_KAT[Item],Item,Item
Column,Caption,ConnectionDB_KAT[Kind],Kind,Kind
Table,Caption,Endeudamiento Calculos,Endeudamiento Calculos,Endeudamiento Calculos
Column,Caption,Endeudamiento Calculos[Formula],Formula,Formula
Table,Caption,Endeudamiento Amortización,Endeudamiento Amortización,Endeudamiento Amortización
Column,Caption,Endeudamiento Amortización[CdOperacion],CdOperacion,CdOperacion
Column,Caption,Endeudamiento Amortización[CdOperacionAmortizacion],CdOperacionAmortizacion,CdOperacionAmortizacion
Column,Caption,Endeudamiento Amortización[Descripcion],Descripcion,Descripcion
Column,Caption,Endeudamiento Amortización[Orden],Orden,Orden
Column,Caption,Endeudamiento Amortización[Fecha],Fecha,Fecha
Column,Caption,Endeudamiento Amortización[Principal],Principal,Principal
Column,Caption,Endeudamiento Amortización[Intereses],Intereses,Intereses
Column,Caption,Endeudamiento Amortización[Retencion],Retencion,Retencion
Column,Caption,Endeudamiento Amortización[Impuestos],Impuestos,Impuestos
Column,Caption,Endeudamiento Amortización[Cuota],Cuota,Cuota
Column,Caption,Endeudamiento Amortización[CapitalVivo],CapitalVivo,CapitalVivo
Column,Caption,Endeudamiento Amortización[CdTipoAsientoAmortizacion],CdTipoAsientoAmortizacion,CdTipoAsientoAmortizacion
Column,Caption,Endeudamiento Amortización[FechaExportacion],FechaExportacion,FechaExportacion
Column,Caption,Endeudamiento Amortización[FechaExportacionPrevision],FechaExportacionPrevision,FechaExportacionPrevision
Table,Caption,Endeudamiento Nueva,Endeudamiento Nueva,Endeudamiento Nueva
Column,Caption,Endeudamiento Nueva[CdOperacion],CdOperacion,CdOperacion
Column,Caption,Endeudamiento Nueva[CdInstrumento],CdInstrumento,CdInstrumento
Column,Caption,Endeudamiento Nueva[Descripcion],Descripcion,Descripcion
Column,Caption,Endeudamiento Nueva[Alias],Alias,Alias
Column,Caption,Endeudamiento Nueva[CdEmpresa],CdEmpresa,CdEmpresa
Column,Caption,Endeudamiento Nueva[CdBanco],CdBanco,CdBanco
Column,Caption,Endeudamiento Nueva[CdCuenta],CdCuenta,CdCuenta
